mode: set
server/public/model/access.go:39.43,40.48 1 0
server/public/model/bot.go:98.68,100.3 1 0
server/public/model/bot.go:102.2,102.81 1 0
server/public/model/bot.go:102.81,104.3 1 0
server/public/model/bot.go:106.2,106.12 1 0
server/public/model/bot.go:110.35,111.26 1 0
server/public/model/bot.go:111.26,113.3 1 0
server/public/model/bot.go:115.2,115.21 1 0
server/public/model/bot.go:115.21,117.3 1 0
server/public/model/bot.go:119.2,119.21 1 0
server/public/model/bot.go:119.21,121.3 1 0
server/public/model/bot.go:122.2,122.26 1 0
server/public/model/bot.go:126.25,131.2 4 0
server/public/model/bot.go:134.27,136.2 1 0
server/public/model/bot.go:139.29,141.2 1 0
server/public/model/bot.go:146.38,147.27 1 0
server/public/model/bot.go:147.27,149.3 1 0
server/public/model/bot.go:151.2,151.30 1 0
server/public/model/bot.go:151.30,153.3 1 0
server/public/model/bot.go:155.2,155.30 1 0
server/public/model/bot.go:155.30,157.3 1 0
server/public/model/bot.go:161.48,162.18 1 0
server/public/model/bot.go:162.18,164.3 1 0
server/public/model/bot.go:165.2,165.60 1 0
server/public/model/bot.go:165.60,167.3 1 0
server/public/model/bot.go:168.2,168.69 1 0
server/public/model/bot.go:168.69,170.3 1 0
server/public/model/bot.go:171.2,171.69 1 0
server/public/model/bot.go:171.69,173.3 1 0
server/public/model/bot.go:174.2,174.14 1 0
server/public/model/bot.go:178.32,186.2 1 0
server/public/model/bot.go:189.32,196.2 1 0
server/public/model/bot.go:199.33,204.23 4 0
server/public/model/bot.go:204.23,205.21 1 0
server/public/model/bot.go:205.21,208.4 2 0
server/public/model/bot.go:211.2,211.36 1 0
server/public/model/bot.go:216.59,218.2 1 0
server/public/model/bot.go:220.62,221.39 1 0
server/public/model/bot.go:221.39,223.3 1 0
server/public/model/bot.go:225.2,225.106 1 0
server/public/model/bot.go:225.106,227.3 1 0
server/public/model/bot.go:229.2,229.13 1 0
server/public/model/builtin.go:7.32,7.49 1 0
server/public/model/builtin.go:11.37,12.14 1 0
server/public/model/builtin.go:12.14,15.3 2 0
server/public/model/builtin.go:16.2,16.11 1 0
server/public/model/bundle_info.go:18.67,19.23 1 0
server/public/model/bundle_info.go:19.23,21.3 1 0
server/public/model/bundle_info.go:22.2,22.56 1 0
server/public/model/bundle_info.go:26.49,34.2 2 0
server/public/model/channel.go:58.51,59.18 1 0
server/public/model/channel.go:59.18,61.3 1 0
server/public/model/channel.go:63.2,64.9 2 0
server/public/model/channel.go:64.9,66.3 1 0
server/public/model/channel.go:68.2,68.29 1 0
server/public/model/channel.go:71.58,72.32 1 0
server/public/model/channel.go:72.32,74.3 1 0
server/public/model/channel.go:76.2,77.16 2 0
server/public/model/channel.go:77.16,79.3 1 0
server/public/model/channel.go:80.2,80.23 1 0
server/public/model/channel.go:127.55,128.43 1 0
server/public/model/channel.go:128.43,130.3 1 0
server/public/model/channel.go:131.2,131.32 1 0
server/public/model/channel.go:138.52,140.2 1 0
server/public/model/channel.go:142.46,166.2 1 0
server/public/model/channel.go:168.34,170.2 1 0
server/public/model/channel.go:197.51,206.2 1 0
server/public/model/channel.go:239.61,244.2 1 0
server/public/model/channel.go:297.38,298.32 1 0
server/public/model/channel.go:298.32,300.3 1 0
server/public/model/channel.go:303.39,305.27 2 0
server/public/model/channel.go:305.27,307.3 1 0
server/public/model/channel.go:308.2,308.15 1 0
server/public/model/channel.go:311.39,312.22 1 0
server/public/model/channel.go:312.22,314.3 1 0
server/public/model/channel.go:316.2,316.21 1 0
server/public/model/channel.go:316.21,318.3 1 0
server/public/model/channel.go:320.2,320.21 1 0
server/public/model/channel.go:320.21,322.3 1 0
server/public/model/channel.go:324.2,324.72 1 0
server/public/model/channel.go:324.72,326.3 1 0
server/public/model/channel.go:328.2,328.39 1 0
server/public/model/channel.go:328.39,330.3 1 0
server/public/model/channel.go:332.2,332.198 1 0
server/public/model/channel.go:332.198,334.3 1 0
server/public/model/channel.go:336.2,336.62 1 0
server/public/model/channel.go:336.62,338.3 1 0
server/public/model/channel.go:340.2,340.64 1 0
server/public/model/channel.go:340.64,342.3 1 0
server/public/model/channel.go:344.2,344.27 1 0
server/public/model/channel.go:344.27,346.3 1 0
server/public/model/channel.go:348.2,348.63 1 0
server/public/model/channel.go:348.63,350.152 2 0
server/public/model/channel.go:350.152,352.4 1 0
server/public/model/channel.go:355.2,355.81 1 0
server/public/model/channel.go:355.81,356.64 1 0
server/public/model/channel.go:356.64,358.4 1 0
server/public/model/channel.go:360.3,360.63 1 0
server/public/model/channel.go:360.63,362.4 1 0
server/public/model/channel.go:362.9,362.66 1 0
server/public/model/channel.go:362.66,364.4 1 0
server/public/model/channel.go:366.3,366.85 1 0
server/public/model/channel.go:366.85,368.4 1 0
server/public/model/channel.go:370.3,370.71 1 0
server/public/model/channel.go:370.71,372.4 1 0
server/public/model/channel.go:375.2,375.52 1 0
server/public/model/channel.go:375.52,377.3 1 0
server/public/model/channel.go:379.2,379.54 1 0
server/public/model/channel.go:379.54,381.3 1 0
server/public/model/channel.go:383.2,383.12 1 0
server/public/model/channel.go:389.44,390.18 1 0
server/public/model/channel.go:390.18,392.3 1 0
server/public/model/channel.go:394.2,394.20 1 0
server/public/model/channel.go:394.20,396.3 1 0
server/public/model/channel.go:398.2,398.25 1 0
server/public/model/channel.go:398.25,400.3 1 0
server/public/model/channel.go:402.2,402.12 1 0
server/public/model/channel.go:405.29,406.16 1 0
server/public/model/channel.go:406.16,408.3 1 0
server/public/model/channel.go:410.2,412.21 3 0
server/public/model/channel.go:412.21,414.3 1 0
server/public/model/channel.go:415.2,416.21 2 0
server/public/model/channel.go:419.31,423.2 3 0
server/public/model/channel.go:425.42,427.2 1 0
server/public/model/channel.go:430.44,432.2 1 0
server/public/model/channel.go:434.33,436.2 1 0
server/public/model/channel.go:438.34,440.2 1 0
server/public/model/channel.go:445.43,446.16 1 0
server/public/model/channel.go:447.80,448.14 1 0
server/public/model/channel.go:450.2,450.14 1 0
server/public/model/channel.go:453.38,455.2 1 0
server/public/model/channel.go:457.41,459.2 1 0
server/public/model/channel.go:461.46,462.30 1 0
server/public/model/channel.go:462.30,464.3 1 0
server/public/model/channel.go:466.2,466.23 1 0
server/public/model/channel.go:466.23,468.3 1 0
server/public/model/channel.go:470.2,470.25 1 0
server/public/model/channel.go:470.25,472.3 1 0
server/public/model/channel.go:474.2,474.26 1 0
server/public/model/channel.go:474.26,476.3 1 0
server/public/model/channel.go:478.2,478.35 1 0
server/public/model/channel.go:478.35,480.3 1 0
server/public/model/channel.go:483.2,483.29 1 0
server/public/model/channel.go:483.29,484.26 1 0
server/public/model/channel.go:484.26,486.4 1 0
server/public/model/channel.go:488.3,488.38 1 0
server/public/model/channel.go:488.38,490.4 1 0
server/public/model/channel.go:492.3,492.35 1 0
server/public/model/channel.go:492.35,494.4 1 0
server/public/model/channel.go:496.3,496.46 1 0
server/public/model/channel.go:496.46,498.4 1 0
server/public/model/channel.go:501.2,501.34 1 0
server/public/model/channel.go:501.34,503.3 1 0
server/public/model/channel.go:505.2,505.38 1 0
server/public/model/channel.go:505.38,507.3 1 0
server/public/model/channel.go:509.2,509.31 1 0
server/public/model/channel.go:509.31,511.3 1 0
server/public/model/channel.go:514.32,515.20 1 0
server/public/model/channel.go:515.20,517.3 1 0
server/public/model/channel.go:520.50,524.2 2 0
server/public/model/channel.go:526.45,528.2 1 0
server/public/model/channel.go:530.35,532.2 1 0
server/public/model/channel.go:534.61,537.17 2 0
server/public/model/channel.go:537.17,539.3 1 0
server/public/model/channel.go:541.2,541.21 1 0
server/public/model/channel.go:541.21,543.3 1 0
server/public/model/channel.go:545.2,545.14 1 0
server/public/model/channel.go:548.56,549.33 1 0
server/public/model/channel.go:549.33,551.3 1 0
server/public/model/channel.go:553.2,554.23 2 0
server/public/model/channel.go:554.23,556.3 1 0
server/public/model/channel.go:558.2,558.30 1 0
server/public/model/channel.go:558.30,560.3 1 0
server/public/model/channel.go:562.2,562.31 1 0
server/public/model/channel.go:565.38,572.2 1 0
server/public/model/channel.go:574.52,576.2 1 0
server/public/model/channel.go:578.55,579.23 1 0
server/public/model/channel.go:579.23,581.3 1 0
server/public/model/channel.go:582.2,582.33 1 0
server/public/model/channel.go:585.72,587.33 2 0
server/public/model/channel.go:587.33,589.3 1 0
server/public/model/channel.go:591.2,595.50 3 0
server/public/model/channel.go:595.50,597.3 1 0
server/public/model/channel.go:599.2,599.13 1 0
server/public/model/channel.go:602.55,606.29 3 0
server/public/model/channel.go:606.29,608.3 1 0
server/public/model/channel.go:610.2,610.39 1 0
server/public/model/channel_bookmark.go:37.61,39.2 1 0
server/public/model/channel_bookmark.go:48.73,50.2 1 0
server/public/model/channel_bookmark.go:71.54,85.2 1 0
server/public/model/channel_bookmark.go:88.52,91.2 2 0
server/public/model/channel_bookmark.go:96.75,105.2 8 0
server/public/model/channel_bookmark.go:107.47,108.22 1 0
server/public/model/channel_bookmark.go:108.22,110.3 1 0
server/public/model/channel_bookmark.go:112.2,112.21 1 0
server/public/model/channel_bookmark.go:112.21,114.3 1 0
server/public/model/channel_bookmark.go:116.2,116.21 1 0
server/public/model/channel_bookmark.go:116.21,118.3 1 0
server/public/model/channel_bookmark.go:120.2,120.29 1 0
server/public/model/channel_bookmark.go:120.29,122.3 1 0
server/public/model/channel_bookmark.go:124.2,124.27 1 0
server/public/model/channel_bookmark.go:124.27,126.3 1 0
server/public/model/channel_bookmark.go:128.2,128.88 1 0
server/public/model/channel_bookmark.go:128.88,130.3 1 0
server/public/model/channel_bookmark.go:132.2,132.41 1 0
server/public/model/channel_bookmark.go:132.41,134.3 1 0
server/public/model/channel_bookmark.go:136.2,136.86 1 0
server/public/model/channel_bookmark.go:136.86,138.3 1 0
server/public/model/channel_bookmark.go:140.2,140.36 1 0
server/public/model/channel_bookmark.go:140.36,141.49 1 0
server/public/model/channel_bookmark.go:141.49,143.4 1 0
server/public/model/channel_bookmark.go:144.3,144.188 1 0
server/public/model/channel_bookmark.go:144.188,146.4 1 0
server/public/model/channel_bookmark.go:147.3,147.21 1 0
server/public/model/channel_bookmark.go:147.21,149.4 1 0
server/public/model/channel_bookmark.go:150.3,150.23 1 0
server/public/model/channel_bookmark.go:150.23,152.4 1 0
server/public/model/channel_bookmark.go:155.2,155.53 1 0
server/public/model/channel_bookmark.go:155.53,157.3 1 0
server/public/model/channel_bookmark.go:159.2,159.54 1 0
server/public/model/channel_bookmark.go:159.54,161.3 1 0
server/public/model/channel_bookmark.go:163.2,163.138 1 0
server/public/model/channel_bookmark.go:163.138,165.3 1 0
server/public/model/channel_bookmark.go:167.2,167.141 1 0
server/public/model/channel_bookmark.go:167.141,169.3 1 0
server/public/model/channel_bookmark.go:171.2,171.79 1 0
server/public/model/channel_bookmark.go:171.79,173.3 1 0
server/public/model/channel_bookmark.go:175.2,175.40 1 0
server/public/model/channel_bookmark.go:175.40,177.3 1 0
server/public/model/channel_bookmark.go:179.2,179.52 1 0
server/public/model/channel_bookmark.go:179.52,181.3 1 0
server/public/model/channel_bookmark.go:183.2,183.48 1 0
server/public/model/channel_bookmark.go:183.48,185.3 1 0
server/public/model/channel_bookmark.go:187.2,187.12 1 0
server/public/model/channel_bookmark.go:190.37,191.16 1 0
server/public/model/channel_bookmark.go:191.16,193.3 1 0
server/public/model/channel_bookmark.go:195.2,197.21 3 0
server/public/model/channel_bookmark.go:197.21,199.3 1 0
server/public/model/channel_bookmark.go:200.2,200.25 1 0
server/public/model/channel_bookmark.go:203.39,207.2 3 0
server/public/model/channel_bookmark.go:209.92,231.28 2 0
server/public/model/channel_bookmark.go:231.28,233.3 1 0
server/public/model/channel_bookmark.go:235.2,235.13 1 0
server/public/model/channel_bookmark.go:247.59,251.2 1 0
server/public/model/channel_bookmark.go:253.62,254.25 1 0
server/public/model/channel_bookmark.go:254.25,256.3 1 0
server/public/model/channel_bookmark.go:258.2,258.30 1 0
server/public/model/channel_bookmark.go:258.30,260.3 1 0
server/public/model/channel_bookmark.go:261.2,261.28 1 0
server/public/model/channel_bookmark.go:261.28,263.3 1 0
server/public/model/channel_bookmark.go:264.2,264.26 1 0
server/public/model/channel_bookmark.go:264.26,266.3 1 0
server/public/model/channel_bookmark.go:267.2,267.27 1 0
server/public/model/channel_bookmark.go:267.27,269.3 1 0
server/public/model/channel_bookmark.go:270.2,270.24 1 0
server/public/model/channel_bookmark.go:270.24,272.3 1 0
server/public/model/channel_bookmark.go:280.66,282.23 2 0
server/public/model/channel_bookmark.go:282.23,284.3 1 0
server/public/model/channel_bookmark.go:286.2,286.10 1 0
server/public/model/channel_bookmark.go:290.76,293.2 2 0
server/public/model/channel_bookmark.go:310.68,312.22 2 0
server/public/model/channel_bookmark.go:312.22,314.3 1 0
server/public/model/channel_bookmark.go:315.2,315.22 1 0
server/public/model/channel_bookmark.go:315.22,317.3 1 0
server/public/model/channel_bookmark.go:318.2,318.10 1 0
server/public/model/channel_bookmark.go:349.99,371.42 2 0
server/public/model/channel_bookmark.go:371.42,373.29 2 0
server/public/model/channel_bookmark.go:373.29,375.4 1 0
server/public/model/channel_bookmark.go:376.3,386.4 1 0
server/public/model/channel_bookmark.go:388.2,388.12 1 0
server/public/model/channel_data.go:11.37,13.21 2 0
server/public/model/channel_data.go:13.21,15.3 1 0
server/public/model/channel_data.go:17.2,17.73 1 0
server/public/model/channel_join_request.go:63.53,64.11 1 0
server/public/model/channel_join_request.go:68.37,69.14 1 0
server/public/model/channel_join_request.go:71.2,71.14 1 0
server/public/model/channel_join_request.go:74.57,87.2 1 0
server/public/model/channel_join_request.go:89.45,91.2 1 0
server/public/model/channel_join_request.go:93.50,94.22 1 0
server/public/model/channel_join_request.go:94.22,96.3 1 0
server/public/model/channel_join_request.go:98.2,98.29 1 0
server/public/model/channel_join_request.go:98.29,100.3 1 0
server/public/model/channel_join_request.go:102.2,102.26 1 0
server/public/model/channel_join_request.go:102.26,104.3 1 0
server/public/model/channel_join_request.go:106.2,106.21 1 0
server/public/model/channel_join_request.go:106.21,108.3 1 0
server/public/model/channel_join_request.go:110.2,110.21 1 0
server/public/model/channel_join_request.go:110.21,112.3 1 0
server/public/model/channel_join_request.go:114.2,114.48 1 0
server/public/model/channel_join_request.go:114.48,116.3 1 0
server/public/model/channel_join_request.go:118.2,118.75 1 0
server/public/model/channel_join_request.go:118.75,120.3 1 0
server/public/model/channel_join_request.go:122.2,122.85 1 0
server/public/model/channel_join_request.go:122.85,124.3 1 0
server/public/model/channel_join_request.go:127.2,127.72 1 0
server/public/model/channel_join_request.go:127.72,129.3 1 0
server/public/model/channel_join_request.go:131.2,131.52 1 0
server/public/model/channel_join_request.go:131.52,133.3 1 0
server/public/model/channel_join_request.go:136.2,136.18 1 0
server/public/model/channel_join_request.go:137.72,138.46 1 0
server/public/model/channel_join_request.go:138.46,140.4 1 0
server/public/model/channel_join_request.go:143.2,143.12 1 0
server/public/model/channel_join_request.go:146.40,147.16 1 0
server/public/model/channel_join_request.go:147.16,149.3 1 0
server/public/model/channel_join_request.go:150.2,150.20 1 0
server/public/model/channel_join_request.go:150.20,152.3 1 0
server/public/model/channel_join_request.go:153.2,153.21 1 0
server/public/model/channel_join_request.go:153.21,155.3 1 0
server/public/model/channel_join_request.go:156.2,158.50 3 0
